Date,City_Country,State,Country,Latitude,Longitude,Tour,Encores_Count,Set_Length,Kill_Em_All_Count,Ride_The_Lightning_Count,Master_Of_Puppets_Count,And_Justice_For_All_Count,Metallica_Count,Load_Count,Re_Load_Count,Garage_Inc_Count,St_Anger_Count,Death_Magnetic_Count,Hardwired_To_Self_Destruct_Count,1 Track,2 Track,3 Track,4 Track,5 Track,6 Track,7 Track,8 Track,9 Track,10 Track,11 Track,12 Track,13 Track,14 Track,15 Track,16 Track,17 Track,18 Track,19 Track,20 Track,21 Track,22 Track,Last_track_Set,1 Encore,2 Encore,3 Encore,4 Encore,Last_track_Encore
29.07.1998,Kansas City,Kansas,United States,39.1155314,-94.6267873,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
28.07.1998,St. Louis,Missouri,United States,38.6270025,-90.1994042,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
26.07.1998,Milwaukee,Wisconsin,United States,43.0389025,-87.9064736,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
25.07.1998,Indianapolis,Indiana,United States,39.768403,-86.158068,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
24.07.1998,Nashville,Tennessee,United States,36.1626638,-86.7816016,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
22.07.1998,Pittsburgh,Pennsylvania,United States,40.4406248,-79.9958864,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
21.07.1998,Hartford,Connecticut,United States,41.7658043,-72.6733723,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
19.07.1998,Mansfield,Massachusetts,United States,42.0334565,-71.2190578,Poor ReTouring Me,3,20,0,1,2,1,3,2,3,1,0,0,0,Helpless,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Devils Dance,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
18.07.1998,Mansfield,Massachusetts,United States,42.0334565,-71.2190578,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
17.07.1998,East Rutherford,New Jersey,United States,40.833989,-74.0970865,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
15.07.1998,Camden,New Jersey,United States,39.9259463,-75.1196199,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
12.07.1998,Buffalo,New York,United States,42.8864468,-78.8783689,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
11.07.1998,Detroit,Michigan,United States,42.331427,-83.0457538,Poor ReTouring Me,3,21,0,1,2,1,3,2,3,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Devils Dance,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Whiplash
10.07.1998,Detroit,Michigan,United States,42.331427,-83.0457538,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Helpless,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
08.07.1998,Cleveland,Ohio,United States,41.49932,-81.6943605,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Helpless,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
07.07.1998,Cincinnati,Ohio,United States,39.1031182,-84.5120196,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Helpless,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
05.07.1998,Rockford,Illinois,United States,42.2711311,-89.0939952,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Helpless,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
04.07.1998,Columbus,Ohio,United States,39.9611755,-82.9987942,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Helpless,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
03.07.1998,Toronto,Ontario,Canada,43.653226,-79.3831843,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Helpless,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
01.07.1998,Columbia,Maryland,United States,39.2037144,-76.8610462,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Helpless,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
30.06.1998,Virginia Beach,Virginia,United States,36.8529263,-75.977985,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Helpless,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
28.06.1998,Washington,D.C.,United States,38.9071923,-77.0368707,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Helpless,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
27.06.1998,Charlotte,North Carolina,United States,35.2270869,-80.8431267,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Helpless,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
26.06.1998,Atlanta,Georgia,United States,33.7489954,-84.3879824,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Helpless,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
24.06.1998,West Palm Beach,Florida,United States,26.7153424,-80.0533746,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Helpless,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
08.05.1998,Tokyo,,Japan,35.6894875,139.6917064,Poor ReTouring Me,3,20,2,0,1,0,2,3,2,3,0,0,0,Helpless,The Four Horsemen,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,No Remorse,Am I Evil?,Stone Cold Crazy,,,,,,,,,,,,,,Overkill
07.05.1998,Tokyo,,Japan,35.6894875,139.6917064,Poor ReTouring Me,3,19,0,1,0,1,3,2,3,1,0,0,0,So What,Creeping Death,King Nothing,Sad But True,Fuel,Devils Dance,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,The Memory Remains,Wherever I May Roam,One,Seek and Destroy,,,,,,,,,,,,,,,"Damage, Inc."
06.05.1998,Tokyo,,Japan,35.6894875,139.6917064,Poor ReTouring Me,3,20,0,1,1,1,3,3,2,1,0,0,0,So What,Master of Puppets,King Nothing,Sad But True,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Kill/Ride Medley,,,,,,,,,,,,,,Battery
03.05.1998,Fukuoka,,Japan,33.5903547,130.4017155,Poor ReTouring Me,3,20,1,1,1,1,3,2,2,1,0,0,0,So What,Master of Puppets,King Nothing,Sad But True,Fuel,The Memory Remains,Whiplash,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Seek and Destroy,,,,,,,,,,,,,,Overkill
02.05.1998,Hiroshima,,Japan,34.3852029,132.4552927,Poor ReTouring Me,3,20,1,1,1,1,3,2,2,1,0,0,0,So What,Master of Puppets,King Nothing,Sad But True,Fuel,The Memory Remains,Whiplash,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Seek and Destroy,,,,,,,,,,,,,,Battery
30.04.1998,Osaka,,Japan,34.6937378,135.5021651,Poor ReTouring Me,3,20,1,1,1,1,3,2,2,1,0,0,0,So What,Master of Puppets,King Nothing,Sad But True,Fuel,The Memory Remains,Whiplash,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Seek and Destroy,,,,,,,,,,,,,,"Damage, Inc."
29.04.1998,Nagoya,,Japan,35.1814464,136.906398,Poor ReTouring Me,3,20,0,1,1,1,3,3,2,1,0,0,0,So What,Master of Puppets,King Nothing,Sad But True,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Kill/Ride Medley,,,,,,,,,,,,,,Battery
27.04.1998,Yokohama,,Japan,35.4437078,139.6380256,Poor ReTouring Me,3,20,0,1,1,1,3,3,2,1,0,0,0,So What,Master of Puppets,King Nothing,Sad But True,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Kill/Ride Medley,,,,,,,,,,,,,,Whiplash
25.04.1998,Seoul,,South Korea,37.566535,126.9779692,Poor ReTouring Me,3,20,0,1,1,1,3,3,2,0,0,0,0,Last Caress,Master of Puppets,King Nothing,Sad But True,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Seek and Destroy,,,,,,,,,,,,,,"Damage, Inc."
24.04.1998,Seoul,,South Korea,37.566535,126.9779692,Poor ReTouring Me,3,20,0,1,1,1,3,3,2,1,0,0,0,So What,Master of Puppets,King Nothing,Sad But True,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Kill/Ride Medley,,,,,,,,,,,,,,Battery
20.04.1998,Brisbane,,Australia,-27.4697707,153.0251235,Poor ReTouring Me,3,20,0,1,1,1,3,3,2,1,0,0,0,So What,Master of Puppets,King Nothing,Sad But True,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Kill/Ride Medley,,,,,,,,,,,,,,Battery
18.04.1998,Auckland,,New Zealand,-36.8484597,174.7633315,Poor ReTouring Me,3,20,0,1,1,1,3,3,2,1,0,0,0,So What,Master of Puppets,King Nothing,Sad But True,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Kill/Ride Medley,,,,,,,,,,,,,,Battery
17.04.1998,Wellington,,New Zealand,-41.2864603,174.776236,Poor ReTouring Me,3,20,0,1,1,1,3,3,2,1,0,0,0,So What,Master of Puppets,King Nothing,Aint My Bitch,Sad But True,Fuel,The Memory Remains,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Kill/Ride Medley,,,,,,,,,,,,,,Battery
12.04.1998,Perth,,Australia,-31.9505269,115.8604572,Poor ReTouring Me,3,20,0,1,1,1,3,3,2,0,0,0,0,Last Caress,Master of Puppets,King Nothing,Aint My Bitch,Sad But True,Fuel,Devils Dance,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Seek and Destroy,,,,,,,,,,,,,,Whiplash
11.04.1998,Perth,,Australia,-31.9505269,115.8604572,Poor ReTouring Me,3,21,0,1,1,1,3,4,2,1,0,0,0,So What,Master of Puppets,King Nothing,Aint My Bitch,Sad But True,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Kill/Ride Medley,,,,,,,,,,,,,Battery
09.04.1998,Adelaide,,Australia,-34.9284989,138.6007456,Poor ReTouring Me,3,20,0,1,1,1,3,3,2,1,0,0,0,So What,Master of Puppets,King Nothing,Aint My Bitch,Sad But True,Fuel,The Memory Remains,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Kill/Ride Medley,,,,,,,,,,,,,,Battery
07.04.1998,Melbourne,,Australia,-37.8136276,144.9630576,Poor ReTouring Me,3,21,0,1,1,1,3,4,2,0,0,0,0,Last Caress,Master of Puppets,King Nothing,Aint My Bitch,Sad But True,Fuel,Devils Dance,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Seek and Destroy,,,,,,,,,,,,,Whiplash
06.04.1998,Melbourne,,Australia,-37.8136276,144.9630576,,0,2,0,0,0,0,0,1,1,0,0,0,0,King Nothing,Fuel,,,,,,,,,,,,,,,,,,,,,,,,,,
06.04.1998,Melbourne,,Australia,-37.8136276,144.9630576,Poor ReTouring Me,3,21,0,1,1,1,3,4,2,1,0,0,0,So What,Master of Puppets,King Nothing,Aint My Bitch,Sad But True,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Kill/Ride Medley,,,,,,,,,,,,,Battery
04.04.1998,Sydney,,Australia,-33.8688197,151.2092955,Poor ReTouring Me,3,21,0,1,1,1,3,4,2,0,0,0,0,Last Caress,Master of Puppets,King Nothing,Aint My Bitch,Sad But True,Fuel,Devils Dance,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Seek and Destroy,,,,,,,,,,,,,"Damage, Inc."
03.04.1998,Sydney,,Australia,-33.8688197,151.2092955,Poor ReTouring Me,3,21,0,1,1,1,3,4,2,1,0,0,0,So What,Master of Puppets,King Nothing,Aint My Bitch,Sad But True,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Kill/Ride Medley,,,,,,,,,,,,,Battery
02.04.1998,Newcastle,,Australia,-32.9282712,151.7816802,Poor ReTouring Me,3,21,0,1,1,1,3,4,2,1,0,0,0,So What,Master of Puppets,King Nothing,Aint My Bitch,Sad But True,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,One,Kill/Ride Medley,,,,,,,,,,,,,Battery
21.03.1998,San Francisco,California,United States,37.7749295,-122.4194155,,0,13,2,2,0,1,1,0,3,3,0,0,0,Tuesdays Gone,The Four Horsemen,Low Mans Lyric,Helpless,Last Caress,Fuel,Devils Dance,One,For Whom the Bell Tolls,Creeping Death,Of Wolf and Man,Motorbreath,So What,,,,,,,,,,,,,,,
18.12.1997,San Jose,California,United States,37.3382082,-121.8863286,,0,8,1,1,0,0,1,1,1,2,0,0,0,Low Mans Lyric,Helpless,The Four Horsemen,Poor Twisted Me,Nothing Else Matters,Creeping Death,Tuesdays Gone,Last Caress,,,,,,,,,,,,,,,,,,,,
08.12.1997,Las Vegas,Nevada,United States,36.1699412,-115.1398296,,0,1,0,0,0,0,0,0,1,0,0,0,0,The Unforgiven II,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.12.1997,New York,New York,United States,40.7127753,-74.0059728,,0,2,0,0,0,0,0,0,2,0,0,0,0,Fuel,The Memory Remains,,,,,,,,,,,,,,,,,,,,,,,,,,
18.11.1997,Paris,,France,48.856614,2.3522219,,0,2,0,0,0,0,0,0,2,0,0,0,0,Fuel,The Memory Remains,,,,,,,,,,,,,,,,,,,,,,,,,,
18.11.1997,Paris,,France,48.856614,2.3522219,Blitzkrieg 97,1,11,1,0,1,0,1,1,2,3,0,0,0,Helpless,The Four Horsemen,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,King Nothing,Am I Evil?,Stone Cold Crazy,,,,,,,,,,,,,,,,,,,"Damage, Inc."
16.11.1997,Copenhagen,,Denmark,55.6760968,12.5683372,Blitzkrieg 97,1,11,1,0,1,0,1,1,2,3,0,0,0,Helpless,The Four Horsemen,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,King Nothing,Am I Evil?,Stone Cold Crazy,,,,,,,,,,,,,,,,,,,"Damage, Inc."
16.11.1997,Stockholm,,Sweden,59.3293235,18.0685808,Blitzkrieg 97,1,10,1,0,1,0,1,1,2,3,0,0,0,Helpless,The Four Horsemen,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,King Nothing,Am I Evil?,Stone Cold Crazy,,,,,,,,,,,,,,,,,,,Master of Puppets
15.11.1997,Hamburg,,Germany,53.5510846,9.9936819,Blitzkrieg 97,1,11,2,0,1,0,1,1,2,2,0,0,0,Helpless,The Four Horsemen,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,King Nothing,No Remorse,Stone Cold Crazy,,,,,,,,,,,,,,,,,,,Master of Puppets
14.11.1997,London,,England,51.5073509,-0.1277583,,0,2,0,0,0,0,0,0,2,0,0,0,0,The Memory Remains,Fuel,,,,,,,,,,,,,,,,,,,,,,,,,,
14.11.1997,London,,England,51.5073509,-0.1277583,,0,3,1,0,0,0,1,0,1,0,0,0,0,Low Mans Lyric,The Four Horsemen,Nothing Else Matters,,,,,,,,,,,,,,,,,,,,,,,,,
14.11.1997,London,,England,51.5073509,-0.1277583,Blitzkrieg 97,2,14,2,0,1,0,1,2,2,3,0,0,0,Helpless,The Four Horsemen,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,King Nothing,Bleeding Me,No Remorse,Am I Evil?,Stone Cold Crazy,,,,,,,,,,,,,,,,,"Damage, Inc."
13.11.1997,London,,England,51.5073509,-0.1277583,,0,2,0,0,0,0,0,0,2,0,0,0,0,The Memory Remains,Fuel,,,,,,,,,,,,,,,,,,,,,,,,,,
11.11.1997,Philadelphia,Pennsylvania,United States,39.9525839,-75.1652215,Blitzkrieg 97,2,14,2,0,1,0,1,2,2,3,0,0,0,Helpless,The Four Horsemen,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,King Nothing,Bleeding Me,No Remorse,Am I Evil?,Stone Cold Crazy,,,,,,,,,,,,,,,,,"Damage, Inc."
19.10.1997,Mountain View,California,United States,37.3860517,-122.0838511,,0,8,1,1,0,0,1,1,1,2,0,0,0,Low Mans Lyric,Helpless,Tuesdays Gone,Poor Twisted Me,Fade to Black,The Four Horsemen,Nothing Else Matters,Last Caress,,,,,,,,,,,,,,,,,,,,
18.10.1997,Mountain View,California,United States,37.3860517,-122.0838511,,0,8,1,1,0,0,1,1,1,2,0,0,0,Low Mans Lyric,Helpless,Tuesdays Gone,Poor Twisted Me,Fade to Black,The Four Horsemen,Nothing Else Matters,Last Caress,,,,,,,,,,,,,,,,,,,,
24.08.1997,Reading,,England,51.4542645,-0.9781303,Blitzkrieg 97,2,18,0,1,1,1,4,4,1,1,0,0,0,So What,Master of Puppets,King Nothing,Sad But True,Fuel,Hero of the Day,Aint My Bitch,One,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,,,,Motorbreath
23.08.1997,Stuttgart,,Germany,48.7758459,9.1829321,Blitzkrieg 97,2,17,0,1,1,1,4,4,1,1,0,0,0,So What,Master of Puppets,King Nothing,Sad But True,Fuel,Hero of the Day,Aint My Bitch,One,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,,,,Last Caress
22.08.1997,Hasselt,,Belgium,50.93069,5.33248,Blitzkrieg 97,1,16,0,1,1,1,4,4,1,1,0,0,0,So What,Master of Puppets,King Nothing,Sad But True,Fuel,Hero of the Day,Aint My Bitch,One,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,,,,Battery
28.05.1997,Edmonton,Alberta,Canada,53.544389,-113.4909267,Poor Touring Me,2,20,0,3,0,1,3,4,1,1,0,0,0,So What,Creeping Death,Sad But True,Aint My Bitch,Hero of the Day,King Nothing,One,Fuel,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Overkill
27.05.1997,Calgary,Alberta,Canada,51.0486151,-114.0708459,Poor Touring Me,2,19,1,3,0,1,3,3,0,1,0,0,0,So What,Creeping Death,Sad But True,Aint My Bitch,King Nothing,One,Whiplash,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,Fade to Black,Seek and Destroy,Last Caress,,,,,,,,,,,,,Motorbreath
26.05.1997,Saskatoon,Saskatchewan,Canada,52.1332144,-106.6700458,Poor Touring Me,2,19,0,3,0,1,3,5,0,1,0,0,0,So What,Creeping Death,Sad But True,Aint My Bitch,Hero of the Day,King Nothing,One,Wasting My Hate,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,Wherever I May Roam,Fade to Black,Seek and Destroy,,,,,,,,,,,,,Motorbreath
